11.673	-33.88
11.714	-33.55
11.754	-33.48
11.794	-33.28
11.834	-33.8
11.874	-34.05
11.914	-34.58
11.954	-35.06
11.994	-35.39
12.033	-35.43
12.073	-35.41
12.113	-34.94
12.153	-34.23
12.192	-33.49
12.232	-32.43
12.272	-31.64
12.312	-31.1
12.352	-31.05
12.391	-31.06
12.431	-31.59
12.47	-32.47
12.51	-33.24
12.549	-34.04
12.589	-34.48
12.629	-34.68
12.668	-34.59
12.708	-34.45
12.747	-33.97
12.787	-33.36
12.826	-33.12
12.866	-33.45
12.905	-33.8
12.945	-34.54
12.984	-35.24
13.023	-35.9
13.063	-36.3
13.102	-36.35
13.142	-36.06
13.181	-35.6
13.22	-34.83
13.26	-34.4
13.299	-34.13
13.339	-33.95
13.378	-34.24
13.417	-34.39
13.456	-34.66
13.495	-34.87
13.535	-34.84
13.574	-34.81
13.613	-34.69
13.652	-34.49
13.692	-34.14
13.731	-34.18
13.77	-34.4
13.809	-34.74
13.848	-35.02
13.887	-35.42
13.927	-35.4
13.966	-35.39
14.005	-35.05
14.044	-34.84
14.083	-34.32
14.122	-33.98
14.161	-33.89
14.2	-33.91
14.239	-33.99
14.278	-34.17
14.317	-34.37
14.356	-34.56
14.395	-34.48
14.434	-34.19
14.473	-33.83
14.512	-33.31
14.551	-33.05
14.589	-32.97
14.628	-32.95
14.667	-33.13
14.706	-33.2
14.745	-33.62
14.784	-33.56
14.822	-33.28
14.861	-33.17
14.9	-32.61
14.939	-32.35
14.978	-32.07
15.016	-31.94
15.055	-31.88
15.094	-31.84
15.133	-32.37
15.171	-32.35
15.21	-32.42
15.249	-32.38
15.287	-32.5
15.326	-31.96
15.364	-31.6
15.403	-31.2
15.442	-30.98
15.48	-30.71
15.519	-30.73
15.557	-31.13
15.596	-31.41
15.635	-31.74
15.673	-32.25
15.711	-32.69
15.75	-33.27
15.788	-33.58
15.827	-33.63
15.865	-33.58
15.904	-33.35
15.942	-32.93
15.981	-32.62
16.019	-31.96
16.058	-31.65
16.096	-31.28
16.134	-31.11
16.173	-30.93
16.211	-31.1
16.249	-31.54
16.287	-32.01
16.326	-32.8
16.364	-33.44
16.402	-34.18
16.441	-34.43
16.479	-34.27
16.517	-34.3
16.556	-34.12
16.594	-33.75
16.632	-33.6
16.67	-33.59
16.708	-33.56
16.746	-33.93
16.784	-34.47
16.823	-34.95
16.861	-35.4
16.899	-36.08
16.937	-36.17
16.975	-36.48
17.013	-36.2
17.051	-35.91
17.089	-35.79
17.127	-35.42
17.165	-34.96
17.203	-34.85
17.241	-34.74
17.279	-35.14
17.317	-35.13
17.355	-35.34
17.393	-35.01
17.431	-34.86
17.469	-34.38
17.507	-33.78
17.545	-33.25
17.583	-32.71
17.621	-32.29
17.658	-32.08
17.696	-31.91
17.734	-32.16
17.772	-32.28
17.81	-32.56
17.848	-32.91
17.885	-33.03
17.923	-32.87
17.961	-32.8
17.999	-32.37
18.036	-32.14
18.074	-31.77
18.112	-31.67
18.149	-31.57
18.187	-31.63
18.225	-32.14
18.263	-33.2
18.3	-33.96
18.338	-34.78
18.376	-35.68
18.413	-36.39
18.451	-36.65
18.488	-36.92
18.526	-36.58
18.563	-36.27
18.601	-35.52
18.638	-34.75
18.676	-34.65
18.714	-34.27
18.751	-34.18
18.789	-33.96
18.826	-33.8
18.864	-33.6
18.901	-33.54
18.938	-33.35
18.976	-33.14
19.013	-32.71
19.051	-32.43
19.088	-32.14
19.125	-31.84
19.163	-31.76
19.2	-31.49
19.238	-31.68
19.275	-32.22
19.312	-32.82
19.35	-32.99
19.387	-33.85
19.424	-34.44
19.461	-34.93
19.499	-35.36
19.536	-35.44
19.573	-35.13
19.61	-34.83
19.648	-34.22
19.685	-33.96
19.722	-33.42
19.759	-33.31
19.796	-33.07
19.834	-33.16
19.871	-33.35
19.908	-33.51
19.945	-33.5
19.982	-33.57
20.019	-33.7
